st,CYQ,year,quarter,CYQ_Total_Wages,staxemp,CYQ_Taxable_Wages,AWW
AR,1975.2,1975,2,1009680.827,931531.776,272257.466,137.0179619
AR,1975.3,1975,3,932065.127,846152.802,782901.96,140.0383304
AR,1975.4,1975,4,974229.239,888445.038,593724.554,142.8360929
AR,1976.1,1976,1,1025255.006,937799.99,387313.116,145.8234888
AR,1976.2,1976,2,1096044.158,1005716.481,270375.034,149.1152122
AR,1976.3,1976,3,1069115.848,970663.971,889030.805,152.0020545
AR,1976.4,1976,4,1135689.429,1036512.162,655204.758,154.9900445
AR,1977.1,1977,1,1184338.959,1086972.781,406470.329,158.0689875
AR,1977.2,1977,2,1270469.686,1166329.326,281684.965,162.0241822
AR,1977.3,1977,3,1191387.046,1090369.726,1013177.443,164.394509
AR,1977.4,1977,4,1304037.879,1199942.96,859757.72,167.6245672
AR,1978.1,1978,1,1386021.643,1273401.579,580313.275,171.8625322
AR,1978.2,1978,2,1432651.507,1318911.682,395559.187,174.4755193
AR,1978.3,1978,3,1538396.47,1304194.948,1216750.456,177.0452924
AR,1978.4,1978,4,1695103.845,1435169.491,1038324.629,180.4372044
AR,1979.1,1979,1,1685885.177,1466870.854,681960.591,181.9816679
AR,1979.2,1979,2,1799858.418,1538223.176,472459.576,184.5996235
AR,1979.3,1979,3,1760467.186,1487193.846,1373741.39,188.9256953
AR,1979.4,1979,4,1890721.008,1586971.687,1075382.951,193.0759805
AR,1980.1,1980,1,1880371.496,1625292.916,675312.98,197.6261391
AR,1980.2,1980,2,2023737.898,1716743.124,462740.763,202.5697756
AR,1980.3,1980,3,1966707.241,1653494.831,1505219.846,207.2833552
AR,1980.4,1980,4,2032276.48,1688061.356,1047202.899,211.804745
AR,1981.1,1981,1,1999986.944,1709180.299,611244.72,216.4123555
AR,1981.2,1981,2,2185480.941,1847879.881,424787.717,221.8605364
AR,1981.3,1981,3,2110993.213,1762165.401,1609056.531,226.3490369
AR,1981.4,1981,4,2249571.859,1879059.062,1213494.755,232.1841455
AR,1982.1,1982,1,2224760.873,1907517.379,732752.391,237.9004025
AR,1982.2,1982,2,2365842.642,1995812.976,486750.138,243.2056489
AR,1982.3,1982,3,2199803.995,1820535.729,1637575.322,247.2684871
AR,1982.4,1982,4,2322249.352,1912202.807,1171502.777,251.0687316
AR,1983.1,1983,1,2291318.358,1944272.873,684681.96,254.6840375
AR,1983.2,1983,2,2437415.807,2034922.863,434120.556,258.3025692
AR,1983.3,1983,3,2326198.946,1922924.495,1725026.515,262.1254261
AR,1983.4,1983,4,2487579.997,2053246.967,1272648.692,265.6596763
AR,1984.1,1984,1,2523706.32,2154487.565,791912.979,269.7658789
AR,1984.2,1984,2,2619129.424,2194467.576,515524.851,271.482514
AR,1984.3,1984,3,2640983.676,2198332.044,1956618.798,275.8578525
AR,1984.4,1984,4,2779360.654,2291386.206,1346844.462,279.4869169
AR,1985.1,1985,1,2686493.922,2297178.132,781425.32,280.5337469
AR,1985.2,1985,2,2857841.532,2393395.936,541254.143,283.8169203
AR,1985.3,1985,3,2784811.696,2306911.706,2037958.437,285.8840621
AR,1985.4,1985,4,2967539.145,2425710.704,1380913.368,289.0620951
AR,1986.1,1986,1,2843044.074,2424872.242,795534.444,291.4805045
AR,1986.2,1986,2,3032553.557,2517626.258,542035.812,294.7195336
AR,1986.3,1986,3,2971475.969,2445366.103,2135546.146,297.6083256
AR,1986.4,1986,4,3135677.895,2548816.9,1406346.221,300.4688569
AR,1987.1,1987,1,2996390.916,2551627.273,785290.284,302.9384476
AR,1987.2,1987,2,3248772.103,2693613.616,552033.191,306.6144407
AR,1987.3,1987,3,3066889.476,2534051.186,2183032.125,307.6412569
AR,1987.4,1987,4,3280417.685,2667079.458,1433348.606,309.2439259
AR,1988.1,1988,1,3155474.607,2692872.211,810115.955,310.8071634
AR,1988.2,1988,2,3502331.342,2914748.521,579617.744,313.621895
AR,1988.3,1988,3,3286108.458,2717963.413,2325681.509,315.766503
AR,1988.4,1988,4,3472889.633,2818259.331,1467734.112,317.2960401
AR,1989.1,1989,1,3426129.311,2920190.109,836221.614,320.9288177
AR,1989.2,1989,2,3686290.275,3072350.401,582454.696,323.0220051
AR,1989.3,1989,3,3466674.973,2854922.649,2453188.239,324.4967943
AR,1989.4,1989,4,3666585.112,2968290.277,1487025.354,326.6452106
AR,1990.1,1990,1,3570086.966,3024826.03,821325.081,327.6029972
AR,1990.2,1990,2,3929079.39,3257632.5,610383.577,330.5063973
AR,1990.3,1990,3,3744269.232,3075300.542,2626695.947,333.9519768
AR,1990.4,1990,4,3937492,3169313.626,1586765.953,337.2543215
AR,1991.1,1991,1,3852935.658,3249487.174,894887.798,340.8092039
AR,1991.2,1991,2,4234610.795,3505448.479,642911.619,345.5147951
AR,1991.3,1991,3,3925006.84,3198040.789,2740408.03,348.5621479
AR,1991.4,1991,4,4142221.179,3319569.567,1647491.787,352.2728704
AR,1992.1,1992,1,4056126.989,3396374.024,915316.088,355.9965534
AR,1992.2,1992,2,4505722.109,3685515.113,654651.681,360.4340161
AR,1992.3,1992,3,4228309.603,3423520.342,2887371.543,364.5329355
AR,1992.4,1992,4,4476880.731,3556149.722,1693464.296,368.569907
AR,1993.1,1993,1,4340891.265,3627159.017,916328.679,371.9982815
AR,1993.2,1993,2,5083998.567,4199154.209,683775.337,381.1412995
AR,1993.3,1993,3,4326273.709,3495312.838,2985628.57,380.1758243
AR,1993.4,1993,4,4705927.956,3735374.373,1888648.82,381.9844607
AR,1994.1,1994,1,4673569.659,3890423.903,1058929.055,385.1260547
AR,1994.2,1994,2,5266273.077,4355567.29,774583.39,385.1224532
AR,1994.3,1994,3,4676047.4,3776946.982,3252179.748,388.7440554
AR,1994.4,1994,4,5049632.485,4042432.891,2080889.209,391.4742659
AR,1995.1,1995,1,5103000.944,4273908.581,1215839.115,395.4169916
AR,1995.2,1995,2,5510776.483,4575276.292,876197.687,396.040851
AR,1995.3,1995,3,5216754.264,4259377.351,3591833.807,401.8138477
AR,1995.4,1995,4,5449448.715,4392227.023,2141221.185,406.1297945
AR,1996.1,1996,1,5270916.007,4406626.766,1183562.914,406.5743643
AR,1996.2,1996,2,5817911.351,4828788.547,900803.847,409.5961058
AR,1996.3,1996,3,5464913.869,4456711.764,3726235.905,412.3041519
AR,1996.4,1996,4,5714811.819,4607697.081,2176236.591,415.0949331
AR,1997.1,1997,1,5548435.311,4632957.22,1189773.883,418.5913825
AR,1997.2,1997,2,6129949.863,5083412.114,900929.969,422.9335534
AR,1997.3,1997,3,5750210.302,4696862.366,3871008.012,427.0237706
AR,1997.4,1997,4,6021627.206,4855949.567,2224067.485,430.8877446
AR,1998.1,1998,1,5880269.774,4927604.636,1209829.476,434.9017557
AR,1998.2,1998,2,6645358.769,5509545.671,957430.15,441.8624749
AR,1998.3,1998,3,6145491.4,5064636.875,4064085.732,446.6430648
AR,1998.4,1998,4,6441140.453,5212927.252,2271309.787,452.388364
AR,1999.1,1999,1,6246775.598,5234352.424,1236054.184,457.4943998
AR,1999.2,1999,2,7081316.374,5873592.729,983832.023,464.129372
AR,1999.3,1999,3,6418467.673,5294792.926,4203078.891,467.2038115
AR,1999.4,1999,4,6791966.99,5497620.821,2325656.075,471.6319934
AR,2000.1,2000,1,6733552.608,5662650.906,1267626.004,478.3186587
AR,2000.2,2000,2,7464033.222,6193101.538,1011170.215,482.509153
AR,2000.3,2000,3,7122697.894,5907203.105,4560844.989,492.2644534
AR,2000.4,2000,4,7166087.488,5783520.341,2260717.561,496.7180646
AR,2001.1,2001,1,6985902.294,5895908.062,1250649.485,499.4813158
AR,2001.2,2001,2,7579021.574,6266131.147,975671.693,500.5746804
AR,2001.3,2001,3,7398899.217,6117685.109,4670308.045,504.8157119
AR,2001.4,2001,4,7447976.575,5955648.568,2219466.563,509.4898264
AR,2002.1,2002,1,7177220.411,6017607.662,1190054.299,513.3265795
AR,2002.2,2002,2,7783417.446,6377629.652,923291.935,518.2571374
AR,2002.3,2002,3,7465169.71,6115695.698,4668482.997,521.092587
AR,2002.4,2002,4,7621988.643,6058971.667,2163061.656,525.2211188
AR,2003.1,2003,1,7360519.809,6142187.425,1160323.054,529.0300189
AR,2003.2,2003,2,8024058.512,6547526.441,897567.098,533.3375831
AR,2003.3,2003,3,7607911.896,6201626.502,4737701.773,536.13361
AR,2003.4,2003,4,7714689.358,6090788.636,2270466.522,538.9624383
AR,2004.1,2004,1,7522411.531,6249914.611,1188751.954,542.6784774
AR,2004.2,2004,2,8381212.62,6828678.705,958723.222,548.4682704
AR,2004.3,2004,3,7920103.948,6456442.815,4932869.729,552.6562371
AR,2004.4,2004,4,8122447.094,6407167.702,2451391.949,557.8059853
AR,2005.1,2005,1,8011022.912,6633282.222,1318231.407,564.4756682
AR,2005.2,2005,2,9016984.925,7346339.108,1030850.119,573.7868457
AR,2005.3,2005,3,8261160.581,6689542.052,5061418.525,577.7238803
AR,2005.4,2005,4,8607742.862,6780168.759,2506450.471,583.6518491
AR,2006.1,2006,1,8562885.196,7070498.344,1353673.932,590.522042
AR,2006.2,2006,2,9321678.746,7640287.487,1068771.237,593.135784
AR,2006.3,2006,3,9085903.803,7370395.104,5421741.593,603.54202
AR,2006.4,2006,4,9112836.787,7174967.622,2385187.226,608.7095411
AR,2007.1,2007,1,8753099.69,7199394.794,1315589.286,609.7466288
AR,2007.2,2007,2,9687996.391,7895524.243,1076324.614,614.2704183
AR,2007.3,2007,3,9452711.662,7651339.29,5617417.571,619.4502333
AR,2007.4,2007,4,9525837.049,7517696.774,2466606.627,625.8384034
AR,2008.1,2008,1,9178902.477,7534488.468,1307060.412,632.1779424
AR,2008.2,2008,2,10675814.28,8787569.031,1068020.449,647.6994387
AR,2008.3,2008,3,9851877.634,7948949.203,5635750.081,653.9195662
AR,2008.4,2008,4,9843711.293,7734350.97,2419313.519,659.1671362
AR,2009.1,2009,1,9509287.757,7771717.941,1297490.432,664.6529259
AR,2009.2,2009,2,10438311.36,8447807.474,1007949.952,662.3713022
AR,2009.3,2009,3,9998362.753,8031629.394,5423675.758,668.9811772
AR,2009.4,2009,4,9566911.823,7401492.666,2291144.698,670.5078894
AR,2010.1,2010,1,9213797.14,7405112.972,1165280.065,672.137493
AR,2010.2,2010,2,10373070.37,8260468.836,906185.399,676.6478092
AR,2010.3,2010,3,9494838.285,7585694.904,5612918.478,671.6143088
AR,2010.4,2010,4,9842608.285,7676069.451,2969284.054,676.2962774
AR,2011.1,2011,1,9668966.234,7849093.881,1577025.899,683.1592608
AR,2011.2,2011,2,10628108.42,8497858.991,1181066.826,686.3659311
AR,2011.3,2011,3,10144079.25,8133359.721,5835243.251,696.5903753
AR,2011.4,2011,4,10123191.32,7861448.914,2907894.382,701.09504
AR,2012.1,2012,1,10143106.41,8243889.242,1603859.201,708.5284194
AR,2012.2,2012,2,10764129.14,8635433.814,1140793.159,708.5448109
AR,2012.3,2012,3,10759643.64,8692532.054,6167758.068,716.2159748
AR,2012.4,2012,4,10499018.87,8141544.552,2845540.593,720.2763872
AR,2013.1,2013,1,10058266.05,8213918.951,1505833.029,718.3334417
AR,2013.2,2013,2,11233402.43,9036504.976,1128053.799,726.2906975
AR,2013.3,2013,3,11039199.31,8941086.433,6195459.341,730.8493319
AR,2013.4,2013,4,10705006.82,8292495.704,2807334.202,735.1268482
AR,2014.1,2014,1,10306649.46,8423019.359,1509412.524,739.0007582
AR,2014.2,2014,2,11328422.87,9094140.392,1148083.903,740.599062
AR,2014.3,2014,3,11321422.24,9204981.875,6288682.396,745.3526723
AR,2014.4,2014,4,10991760.06,8533419.224,2831013.392,748.482498
AR,2015.1,2015,1,10619889.28,8708181.274,1552243.963,751.55081
AR,2015.2,2015,2,12047448.45,9751368.498,1247722.473,760.4575446
AR,2015.3,2015,3,11575046.69,9381453.568,6378966.661,761.5395454
AR,2015.4,2015,4,11418591.47,8866825.406,2914988.887,765.5999629
AR,2016.1,2016,1,11103739.05,9093091.491,1640923.497,769.8474781
AR,2016.2,2016,2,12737499.32,10308984.42,1323394.066,778.0488433
AR,2016.3,2016,3,11836215.53,9599294.814,6595313.547,779.0982799
AR,2016.4,2016,4,11935695.23,9295860.484,3003053.566,785.0029789
AR,2017.1,2017,1,11809481.8,9622087.662,1651581.171,794.5309086
AR,2017.2,2017,2,12625839.38,10243048.14,1261926.101,791.3474499
AR,2017.3,2017,3,12957427.07,10550221.08,6960892.538,808.1103002
AR,2017.4,2017,4,12365411.2,9734864.261,2909567.973,813.7289566
AR,2018.1,2018,1,11822809.3,9578491.477,1576685.033,812.6734034
AZ,1971.1,1971,1,NA,NA,NA,NA
AZ,1971.2,1971,2,NA,NA,NA,NA
AZ,1971.3,1971,3,NA,NA,NA,NA
AZ,1971.4,1971,4,NA,NA,NA,NA
AZ,1972.1,1972,1,NA,NA,NA,NA
AZ,1972.2,1972,2,NA,NA,NA,NA
AZ,1972.3,1972,3,NA,NA,NA,NA
AZ,1972.4,1972,4,NA,NA,NA,NA
AZ,1973.1,1973,1,NA,NA,NA,NA
AZ,1973.2,1973,2,NA,NA,NA,NA
AZ,1973.3,1973,3,NA,NA,NA,NA
AZ,1973.4,1973,4,NA,NA,NA,NA
AZ,1974.1,1974,1,NA,NA,NA,NA
AZ,1974.2,1974,2,NA,NA,NA,NA
AZ,1974.3,1974,3,1317740.214,1199959.605,1094162.132,322.2047435
AZ,1974.4,1974,4,1377579.27,1255690.144,689194.438,423.9750615
AZ,1975.1,1975,1,1382240.714,1269934.649,409802.753,509.4994596
AZ,1975.2,1975,2,1426732.362,1295246.851,301261.192,170.3863246
AZ,1975.3,1975,3,1338517.296,1194467.241,1071262.318,173.168353
AZ,1975.4,1975,4,1366701.134,1214603.084,605804.483,175.7513814
AZ,1976.1,1976,1,1390083.362,1248771.936,352879.572,178.0993917
AZ,1976.2,1976,2,1476242.51,1312741.151,281683.378,180.3963898
AZ,1976.3,1976,3,1432503.439,1273413.866,1129695.832,181.9558991
AZ,1976.4,1976,4,1510902.094,1341033.487,672936.345,184.1225411
AZ,1977.1,1977,1,1530126.644,1370576.418,572826.471,186.7442203
AZ,1977.2,1977,2,1661044.74,1475997.734,430316.643,189.8295089
AZ,1977.3,1977,3,1613104.869,1436497.634,1328734.147,192.154212
AZ,1977.4,1977,4,1749333.816,1558429.538,983674.313,195.7380936
AZ,1978.1,1978,1,1796982.368,1616410.928,624659.455,199.4946634
AZ,1978.2,1978,2,1908280.2,1707928.357,491381.724,202.2455948
AZ,1978.3,1978,3,2245032.439,1769963.269,1611011.211,205.7629339
AZ,1978.4,1978,4,2419843.81,1907752.879,1127686.217,209.5330189
AZ,1979.1,1979,1,2389169.126,1985201.502,732116.433,211.275357
AZ,1979.2,1979,2,2695580.646,2155385.192,619280.384,215.1766876
AZ,1979.3,1979,3,2757483.163,2224108.016,1989086.292,220.2184744
AZ,1979.4,1979,4,2922347.817,2348051.548,1283406.603,225.4994143
AZ,1980.1,1980,1,2864678.395,2416597.394,831656.513,231.0299806
AZ,1980.2,1980,2,3216117.833,2615511.998,692798.102,237.0191945
AZ,1980.3,1980,3,3206143.915,2614257.213,2281053.349,242.9030127
AZ,1980.4,1980,4,3326839.891,2679968.03,1294532.645,248.9918268
AZ,1981.1,1981,1,3156606.292,2646125.122,780588.154,254.5135804
AZ,1981.2,1981,2,3654002.318,2939418.252,660961.515,262.0443777
AZ,1981.3,1981,3,3527960.018,2866919.732,2465750.763,267.0076287
AZ,1981.4,1981,4,3767081.362,3031694.326,1348501.253,274.1640465
AZ,1982.1,1982,1,3658428.859,3094275.966,801514.806,281.3939063
AZ,1982.2,1982,2,4074680.471,3277319.369,653360.872,288.8761539
AZ,1982.3,1982,3,3820095.873,3103417.512,2575044.985,294.6329754
AZ,1982.4,1982,4,3990678.84,3155814.151,1292267.351,299.420355
AZ,1983.1,1983,1,3735899.684,3105262.117,720034.808,302.6374009
AZ,1983.2,1983,2,4089117.548,3256663.533,588261.918,304.4721341
AZ,1983.3,1983,3,4024394.368,3221501.527,2747594.445,308.1799927
AZ,1983.4,1983,4,4251567.903,3387619.74,1567490.476,310.6026025
AZ,1984.1,1984,1,4258172.858,3547960.705,987212.545,315.0294404
AZ,1984.2,1984,2,4569010.988,3706133.662,835622.412,316.8427114
AZ,1984.3,1984,3,4720459.707,3833943.434,3202423.533,321.581324
AZ,1984.4,1984,4,4868528.903,3958609.38,1737170.844,324.717912
AZ,1985.1,1985,1,4754469.268,4000986.646,1079248.772,326.3387224
AZ,1985.2,1985,2,5194273.583,4258264.887,937460.052,329.626007
AZ,1985.3,1985,3,5357924.358,4357358.52,3559675.196,333.0472337
AZ,1985.4,1985,4,5497480.395,4479690.16,1884257.48,336.437057
AZ,1986.1,1986,1,5331473.971,4484617.5,1176029.645,339.0534817
AZ,1986.2,1986,2,5829264.978,4775254.122,1013076.718,343.1063999
AZ,1986.3,1986,3,5943249.567,4834442.883,3868370.368,346.87789
AZ,1986.4,1986,4,6079495.911,4926611.054,1949639.385,351.5838927
AZ,1987.1,1987,1,5789015.813,4840785.145,1178781.695,354.8158437
AZ,1987.2,1987,2,6418894.435,5220426.613,1036138.309,359.6581272
AZ,1987.3,1987,3,6335935.525,5157488.755,4047627.957,362.2943664
AZ,1987.4,1987,4,6514049.507,5243091.052,2043998.991,365.2006338
AZ,1988.1,1988,1,6208094.948,5186222.77,1207602.698,368.578291
AZ,1988.2,1988,2,7046894.231,5686731.992,1193637.068,373.4939557
AZ,1988.3,1988,3,6745025.147,5474106.557,4287133.084,376.4030607
AZ,1988.4,1988,4,6873409.335,5511654.437,2139908.509,378.5119861
AZ,1989.1,1989,1,6844060.202,5676217.151,1251555.969,383.5314612
AZ,1989.2,1989,2,7551493.949,6142232.629,1073175.784,388.3469021
AZ,1989.3,1989,3,7163477.628,5759454.542,4466853.359,390.5094157
AZ,1989.4,1989,4,7314167.689,5805745.367,2035328.893,393.8574522
AZ,1990.1,1990,1,7019521.121,5813172.171,1220239.447,393.9729155
AZ,1990.2,1990,2,7901865.977,6397259.219,1081395.561,396.614062
AZ,1990.3,1990,3,7473491.738,6003283.144,4584471.595,399.5634723
AZ,1990.4,1990,4,7638282.953,6031366.96,2052091.988,401.7271431
AZ,1991.1,1991,1,7367408.738,6081857.491,1220842.339,404.1123248
AZ,1991.2,1991,2,8365936.543,6760177.766,1064200.76,408.368096
AZ,1991.3,1991,3,7765290.131,6210672.893,4800694.985,411.634916
AZ,1991.4,1991,4,7973885.869,6240766.824,2020625.527,416.1298536
AZ,1992.1,1992,1,7581857.35,6242242.046,1186771.641,418.7212362
AZ,1992.2,1992,2,8604953.937,6930503.125,1017292.35,422.0806029
AZ,1992.3,1992,3,8079346.074,6450226.521,4805657.94,424.7021011
AZ,1992.4,1992,4,8331607.471,6545135.968,2086307.895,427.1205955
AZ,1993.1,1993,1,7999473.062,6616195.748,1236271.334,430.1433555
AZ,1993.2,1993,2,9551758.573,7743352.92,1088776.504,439.6309629
AZ,1993.3,1993,3,8278234.793,6652829.554,4952714.503,438.0345426
AZ,1993.4,1993,4,8944809.732,7046014.957,2255988.709,441.0390007
AZ,1994.1,1994,1,8754518.32,7249690.06,1382862.53,445.3747403
AZ,1994.2,1994,2,10203777.29,8297564.21,1263792.813,446.046241
AZ,1994.3,1994,3,9270256.101,7494355.701,5441188.675,451.1521409
AZ,1994.4,1994,4,9745010.309,7767627.156,2422666.921,453.8139276
AZ,1995.1,1995,1,9927472.188,8205939.58,1572690.111,460.1007964
AZ,1995.2,1995,2,10909308.22,8934225.336,1396684.579,461.0136481
AZ,1995.3,1995,3,10602746.87,8636391.265,6088161.126,469.59304
AZ,1995.4,1995,4,10706132.96,8662473.31,2558695.978,474.2269562
AZ,1996.1,1996,1,10653300.98,8874187.092,1656341.343,476.2007479
AZ,1996.2,1996,2,11986613.92,9953876.974,1532101.602,481.7785925
AZ,1996.3,1996,3,11784763.61,9694691.541,6637803.477,487.4988073
AZ,1996.4,1996,4,11838645.1,9651079.252,2683137.069,492.6687992
AZ,1997.1,1997,1,11595176.97,9750212.72,1723717.451,496.3517861
AZ,1997.2,1997,2,13091248.32,10942281.96,1604599.279,502.0466238
AZ,1997.3,1997,3,12734609.75,10546931.37,7113121.937,506.4390258
AZ,1997.4,1997,4,12808220.16,10500402.82,2848804.403,511.0270103
AZ,1998.1,1998,1,12774781.96,10813273.96,1860154.998,517.1836929
AZ,1998.2,1998,2,14610363.74,12327472.83,1777452.004,526.1709906
AZ,1998.3,1998,3,13948937.12,11645341.55,7644128.316,531.7434799
AZ,1998.4,1998,4,14266879.79,11788159.96,2980296.555,539.5443406
AZ,1999.1,1999,1,14221142.26,12101178.23,1957515.394,546.8761468
AZ,1999.2,1999,2,16520134.96,13916281.25,1874501.569,559.076176
AZ,1999.3,1999,3,14806712.35,12476351.43,8116284.257,562.3231318
AZ,1999.4,1999,4,15625777.29,12971324.12,3127859.642,569.6063106
AZ,2000.1,2000,1,15572445.06,13244994.65,2007577.684,576.9994147
AZ,2000.2,2000,2,17706423.34,14942489.87,1927865.735,582.4604752
AZ,2000.3,2000,3,17608083.65,15004561.29,8845716.241,602.3837436
AZ,2000.4,2000,4,17076888.95,14241979.46,3171871.684,610.6206865
AZ,2001.1,2001,1,16822053.36,14470639.42,2100744.021,617.3247192
AZ,2001.2,2001,2,18805540.33,15894519.34,1967796.722,622.4726145
AZ,2001.3,2001,3,18133286.58,15266618.79,9253098.42,623.0768238
AZ,2001.4,2001,4,18054846.81,14830591.08,3038594.326,629.0238325
AZ,2002.1,2002,1,17504492.45,14811862.86,1954149.49,633.8153313
AZ,2002.2,2002,2,19054450.86,15773656.82,1718529.828,637.2133175
AZ,2002.3,2002,3,18183254.05,15084121.91,9120942.876,639.3848307
AZ,2002.4,2002,4,18356195.72,14860822.92,2919790.723,642.677074
AZ,2003.1,2003,1,17672315.36,14751915.5,1864905.271,644.3102304
AZ,2003.2,2003,2,19683758.8,16210250.27,1722594.107,648.4505772
AZ,2003.3,2003,3,18666432.45,15416835.47,9283359.048,650.5639483
AZ,2003.4,2003,4,19061735.13,15355050.68,2924910.382,655.411049
AZ,2004.1,2004,1,18490353.69,15442931.18,1873347.839,660.3744075
AZ,2004.2,2004,2,20899544.33,17209858.46,1780890.885,667.4358955
AZ,2004.3,2004,3,19963180.75,16580723.04,9634118.339,674.399657
AZ,2004.4,2004,4,20351179.35,16512268.29,3190105.459,679.7082388
AZ,2005.1,2005,1,20133303.64,16803561.53,2035773.733,686.9073016
AZ,2005.2,2005,2,23093688.47,19185657.53,1971697.514,697.4273996
AZ,2005.3,2005,3,21398352.5,17860179.04,10242150.16,700.3247023
AZ,2005.4,2005,4,22456872.2,18364685.41,3386839.507,707.3604548
AZ,2006.1,2006,1,23224448.22,19397407.74,2396163.522,721.3362246
AZ,2006.2,2006,2,24968414.71,20986982.42,2228728.435,726.1020734
AZ,2006.3,2006,3,25102790.11,20978213.82,11451611.89,743.9333909
AZ,2006.4,2006,4,24742097.28,20460340.82,3496407.38,751.540869
AZ,2007.1,2007,1,24519723.37,20424264.57,2450232.081,752.8150467
AZ,2007.2,2007,2,27222712.51,22903012.64,2268652.473,762.4396559
AZ,2007.3,2007,3,26860584.43,22385306.64,11877308.85,771.1724665
AZ,2007.4,2007,4,26183897.59,21560056.9,3429253.737,779.1092031
AZ,2008.1,2008,1,25755042.35,21359906.99,2332916.478,786.4425103
AZ,2008.2,2008,2,28005417.08,23299751.88,2165489.383,791.37583
AZ,2008.3,2008,3,27298716.56,22447591.49,11806704.96,795.8138835
AZ,2008.4,2008,4,26292627.28,21310280.99,3160382.45,800.5007275
AZ,2009.1,2009,1,25490744.8,20890270.73,1958224.591,804.6478647
AZ,2009.2,2009,2,27395291.91,22391768.34,1694404.135,809.7105278
AZ,2009.3,2009,3,25075296.04,20284969.08,10730074.81,806.539928
AZ,2009.4,2009,4,24246764.86,19247880.97,2658181.89,807.1846123
AZ,2010.1,2010,1,23340282.26,18851219.65,1519758.916,807.4205418
AZ,2010.2,2010,2,26432385.61,21220960.96,1440236.675,814.4989241
AZ,2010.3,2010,3,23672806.1,19205403.38,10116860.4,812.4963418
AZ,2010.4,2010,4,24125432.4,19162447.59,2756343.625,815.6271811
AZ,2011.1,2011,1,23687368.32,19200989.17,1641272.707,820.8345254
AZ,2011.2,2011,2,26801980.72,21710352.53,1584537.397,823.4857943
AZ,2011.3,2011,3,25015626.6,20483420.51,10365575.59,833.0152276
AZ,2011.4,2011,4,24956386.44,19958281.91,2771553.656,837.4127302
AZ,2012.1,2012,1,25220223.74,20607053.19,1793504.395,846.7908973
